name,artist,track_id,instrumentalness,danceability,energy,liveness,loudness,acousticness,valence,speechiness,tempo,key,time_signature,length,popularity,mood,mood_map,cluster
Kiss Me More (feat. SZA),Doja Cat,748mdHapucXQri7IAO8yFK,0.000158,0.762,0.701,0.123,-3.541,0.235,0.742,0.0286,110.968,8,4,208866,92,Energetic,2,2
seaside_demo,SEB,73M0rMVx5CWE8M4uATSsto,0.000133,0.706,0.824,0.111,-7.959,0.355,0.86,0.0694,94.98,0,4,132000,54,Energetic,2,2
Shivers,Ed Sheeran,6bQfNiqyCX7UaQSvVVGo4I,0.0,0.788,0.859,0.0424,-2.724,0.281,0.822,0.0856,141.02,2,4,207853,78,Energetic,2,2
Heat Waves,Glass Animals,02MWAaffLxlfxAUY7c5dvx,6.7e-06,0.761,0.525,0.0921,-6.9,0.44,0.531,0.0944,80.87,11,4,238805,85,Energetic,2,2
Electric Love,BØRNS,2GiJYvgVaD2HtM8GqD9EgQ,0.00137,0.611,0.797,0.26,-7.627,0.00543,0.518,0.0533,120.041,6,4,218106,82,Energetic,2,2
Put Your Records On,Ritt Momney,1fah1uAs7HeTYDlNftKr3K,0.00101,0.399,0.492,0.11,-10.777,0.058,0.159,0.0538,91.066,6,4,210463,1,Energetic,2,2
SUPERBLOOM,MisterWives,2HvtedoEeymVWrBPyAMNwZ,0.000387,0.558,0.889,0.328,-3.945,0.191,0.716,0.102,170.102,8,4,213546,70,Energetic,2,2
Sheesh!,Surfaces,3ddNKnYpVx0uI8vcwbTQ5Y,0.0,0.743,0.832,0.0925,-3.937,0.161,0.801,0.0611,149.951,5,4,148846,75,Energetic,2,2
I Don't Wanna Talk (I Just Wanna Dance),Glass Animals,6IbCvfmmICEEAyDwQ9zcbt,5.53e-05,0.703,0.624,0.299,-6.228,0.0156,0.808,0.0364,131.966,7,4,195190,63,Energetic,2,2
Save Your Tears (with Ariana Grande) (Remix),The Weeknd,37BZB0z9T8Xu7U3e65qxFy,2.44e-05,0.65,0.825,0.0936,-4.645,0.0215,0.593,0.0325,118.091,0,4,191013,91,Energetic,2,2
A-O-K,Tai Verdes,4CbrNGvwVjneG8Nk9YQqMR,0.0,0.731,0.626,0.183,-6.919,0.125,0.862,0.0805,82.488,11,4,173640,74,Energetic,2,2
Mariposa,Peach Tree Rascals,4ja2gzrNh9VNigzoXfmbwD,0.0,0.676,0.525,0.356,-5.88,0.617,0.421,0.028,112.011,9,4,210000,75,Energetic,2,0
Love Again,Dua Lipa,1imMjt1YGNebtrtTAprKV7,2.85e-05,0.659,0.667,0.1,-4.668,0.00173,0.468,0.0339,115.982,11,4,258004,79,Energetic,2,2
I Like That,Bazzi,2RkZZh5XQ4y3sG8gCu96Tz,0.0,0.665,0.692,0.191,-5.431,0.172,0.68,0.112,74.474,6,4,158083,75,Energetic,2,2
Wave of You,Surfaces,5Ne1q9Hv3l2NHBA3Agt8WT,0.0,0.695,0.656,0.267,-6.038,0.057,0.346,0.0489,90.986,1,4,213842,72,Energetic,2,2
Take My Breath,The Weeknd,6OGogr19zPTM4BALXuMQpF,2.18e-05,0.748,0.74,0.101,-6.01,0.0107,0.518,0.0484,121.004,8,4,220196,90,Energetic,2,2
Let's Fall in Love for the Night,FINNEAS,7kQkmyoHCEqwe7QwDbkSXM,0.0,0.737,0.408,0.171,-7.941,0.802,0.374,0.104,127.921,5,4,190348,72,Energetic,2,0
Blueberry Eyes (feat. SUGA of BTS),MAX,5dn6QANKbf76pANGjMBida,0.000922,0.746,0.611,0.133,-7.034,0.454,0.411,0.101,149.967,0,4,172244,70,Energetic,2,2
dancing in the kitchen,LANY,0ohcCrxZkBfFbkuRPOZQZX,0.0,0.619,0.736,0.0864,-7.651,0.0328,0.299,0.0425,93.993,11,4,208599,75,Energetic,2,2
Missing Piece,Vance Joy,0YYg6U1Yrd4UjnG5iVhiXh,4.84e-06,0.633,0.843,0.113,-5.676,0.0142,0.748,0.046,101.982,0,4,217408,68,Energetic,2,2
working,Tate McRae,31sSFHIe4NaxltVFOEIcTa,0.0,0.783,0.435,0.0833,-7.78,0.282,0.512,0.0588,106.974,7,4,210219,78,Energetic,2,2
Stay Next To Me (with Chelsea Cutler),Quinn XCII,6SGG5AxHShqSYiV9fCWpZz,0.0,0.581,0.584,0.366,-4.928,0.0805,0.756,0.284,179.954,2,4,206045,68,Energetic,2,2
Levitating (feat. DaBaby),Dua Lipa,463CkQjx2Zk1yXoBuierM9,0.0,0.702,0.825,0.0674,-3.787,0.00883,0.915,0.0601,102.977,6,4,203064,87,Energetic,2,2
Watermelon Sugar,Harry Styles,6UelLqGlWMcVH1E5c4H7lY,0.0,0.548,0.816,0.335,-4.209,0.122,0.557,0.0465,95.39,0,4,174000,88,Energetic,2,2
STAY (with Justin Bieber),The Kid LAROI,5HCyWlXZPP0y6Gqq8TgA20,0.0,0.591,0.764,0.103,-5.484,0.0383,0.478,0.0483,169.928,1,4,141805,100,Energetic,2,2
Summer of Love (Shawn Mendes & Tainy),Shawn Mendes,0z8hI3OPS8ADPWtoCjjLl6,0.000127,0.776,0.808,0.103,-4.501,0.0297,0.494,0.117,123.988,11,4,184104,86,Energetic,2,2
3 Nights,Dominic Fike,1tNJrcVe6gwLEiZCtprs1u,0.0,0.815,0.518,0.104,-6.594,0.223,0.877,0.0897,151.891,7,4,177666,75,Energetic,2,2
Cloudy Day,Tones And I,0mA7zotmg2ZFMRALljdZsS,2.81e-06,0.705,0.776,0.0246,-6.096,0.0643,0.366,0.0445,116.011,4,4,185303,71,Energetic,2,2
You (with Marshmello & Vance Joy),benny blanco,1GkHyypTFkUf0QQKwYoXH4,0.0,0.668,0.563,0.119,-6.433,0.0493,0.305,0.0522,103.116,11,4,169632,71,Energetic,2,2
Don't Go Yet,Camila Cabello,1058fW9H3fZA6QjYCdOBad,0.0,0.666,0.796,0.0442,-6.967,0.0492,0.61,0.103,110.108,10,4,164842,88,Energetic,2,2
Leave Before You Love Me (with Jonas Brothers),Marshmello,4qu63nuBpdn0qHUHuObEj1,4.41e-06,0.721,0.738,0.118,-4.77,0.00226,0.637,0.0403,119.976,7,4,154983,87,Energetic,2,2
Catching Feelings (feat. Six60),Drax Project,02VHspkXhhH1QCInRWWIfr,0.0,0.397,0.524,0.157,-5.846,0.607,0.343,0.103,175.562,3,4,218854,55,Energetic,2,0
Safe With Me (with Audrey Mika),Gryffin,6Skh3CBum0pZw9TOr7FQnX,0.0,0.497,0.757,0.119,-4.189,0.0449,0.507,0.127,169.902,11,4,205164,72,Energetic,2,2
Know Your Worth,Khalid,0TrPqhAMoaKUFLR7iYDokf,0.00252,0.79,0.694,0.281,-7.726,0.145,0.508,0.0708,103.007,9,4,181436,75,Energetic,2,2
Way Less Sad,AJR,4jbtL4tjkqghUvJknUqU1s,0.0,0.701,0.547,0.0987,-8.238,0.00843,0.4,0.0483,140.015,2,4,206108,68,Energetic,2,2
Fly Away,Tones And I,1jgu8MFTEGdL1wjw9gZj5y,0.0,0.805,0.515,0.238,-6.201,0.223,0.488,0.0915,124.969,4,4,178156,61,Energetic,2,2
The Bones - with Hozier,Maren Morris,1yTTMcUhL7rtz08Dsgb7Qb,0.0,0.561,0.597,0.0979,-6.0,0.286,0.355,0.0405,76.826,11,4,197298,71,Energetic,2,2
survivin',Bastille,1lwvJQGhdq6Kyr4BBquf23,0.0,0.787,0.78,0.0908,-5.023,0.25,0.68,0.129,95.035,7,4,173206,68,Energetic,2,2
Anyone,Justin Bieber,31qCy5ZaophVA81wtlwLc4,3.13e-06,0.686,0.538,0.113,-8.026,0.181,0.584,0.0345,115.884,2,4,190779,79,Energetic,2,2
Heartbreak Anthem (with David Guetta & Little Mix),Galantis,5K6Ssv4Z3zRvxt0P6EKUAP,0.0,0.595,0.784,0.0608,-4.878,0.216,0.479,0.102,124.111,1,4,183725,87,Energetic,2,2
Black And White,Niall Horan,7rpNuuoMbid56XkDsx2FjE,0.0,0.443,0.582,0.127,-6.02,0.0301,0.239,0.0482,147.589,2,4,193089,74,Energetic,2,2
Wild (feat. Gary Clark Jr.),John Legend,4rVW6XqAsSaf5vOwc8FREW,0.0,0.557,0.585,0.176,-6.201,0.036,0.305,0.0431,63.392,8,4,196906,71,Energetic,2,2
Lost,Maroon 5,18XlJEroUwFo0tLZxscgXE,0.00028,0.766,0.706,0.064,-6.553,0.223,0.766,0.16,142.989,7,4,172597,78,Energetic,2,2
Butterflies,MAX,7eQHxigpuDJjCG50JyzU8v,0.0,0.7,0.613,0.0887,-4.041,0.385,0.42,0.0408,88.084,11,4,191250,75,Energetic,2,2
Make You Mine,PUBLIC,5iFwAOB2TFkPJk8sMlxP8g,0.0,0.606,0.799,0.15,-4.452,0.0128,0.638,0.0261,103.014,9,4,232906,76,Energetic,2,2
Glad You Exist,Dan + Shay,472vIK1ldetTxRxG3ovaiY,0.0,0.748,0.551,0.119,-6.12,0.235,0.66,0.0349,103.953,11,4,144533,76,Energetic,2,2
Someone To You,BANNERS,2f0pn9DkEJwAzXApnFh5cr,0.0,0.52,0.903,0.254,-5.497,0.00517,0.652,0.042,74.988,2,4,219801,79,Energetic,2,2
Bad Habits,Ed Sheeran,6PQ88X9TkUIAUIZJHW2upE,3.14e-05,0.808,0.897,0.364,-3.712,0.0469,0.591,0.0348,126.026,11,4,231041,97,Energetic,2,2
Fancy Like,Walker Hayes,3ZozFqJJlDBNIm4xqxn2ZD,0.0,0.649,0.76,0.317,-6.487,0.114,0.843,0.0574,80.018,1,4,161853,83,Energetic,2,2
Remember This,Jonas Brothers,6nACZEZIt1CIBmF09r5Pb5,0.0,0.669,0.629,0.366,-5.018,0.217,0.294,0.0803,110.865,1,4,178221,72,Energetic,2,2
Freedom,Kygo,5Gj1wG8b12VQdEd3hUuSwo,0.0,0.715,0.635,0.0862,-6.591,0.127,0.39,0.0791,112.887,7,4,198635,71,Energetic,2,2
Holy (feat. Chance The Rapper),Justin Bieber,5u1n1kITHCxxp8twBcZxWy,0.0,0.673,0.704,0.0898,-8.056,0.196,0.372,0.36,86.919,6,4,212093,79,Energetic,2,2
Little Bit of Love,Tom Grennan,78q4ESvMkPVJzHAV11LAGE,0.0,0.689,0.706,0.105,-4.48,0.0833,0.623,0.0312,106.52,1,4,226268,71,Energetic,2,2
Circles,Post Malone,4VginDwYTP2eaHJzO0QMjG,0.00144,0.704,0.758,0.0924,-3.537,0.233,0.534,0.0402,120.003,0,4,214906,8,Energetic,2,2
Lil Bit,Nelly,0NmuYnjETG3u3qx0OmEJev,0.0,0.707,0.689,0.383,-7.097,0.0255,0.41,0.0387,119.987,4,4,195962,79,Energetic,2,2
Good Things,Dan + Shay,0n2ZsjzilyRjIyCr7Mcgk7,0.0,0.529,0.621,0.173,-6.018,0.13,0.617,0.0296,97.189,11,4,148906,64,Energetic,2,2
Floating Through Space,Sia,2AceGjiX9isUbXmMZa0Dl1,0.0,0.575,0.844,0.114,-4.89,0.00172,0.277,0.072,104.914,6,4,177800,76,Energetic,2,2
Lease On Life,Andy Grammer,763ynRN90zLEp9hrNNINjl,0.0,0.704,0.701,0.126,-5.44,0.0593,0.606,0.0596,88.016,2,4,168162,50,Energetic,2,2
Dance with Me (feat. Thomas Rhett & Young Thug),Diplo,6wXgnhpmOPEJ7cUweSyy2B,0.0,0.73,0.792,0.101,-5.33,0.0264,0.745,0.13,99.039,6,4,170157,70,Energetic,2,2
Don't Break the Heart,Tom Grennan,4tS2pyUXiaTjHK7vCBomyF,0.0,0.726,0.827,0.223,-3.941,0.029,0.479,0.0341,123.003,1,4,229133,67,Energetic,2,2
Chasing Stars (feat. James Bay),Alesso,6y6xhAgZjvxy5kR5rigpY3,0.0,0.594,0.64,0.135,-6.865,0.0169,0.492,0.033,92.871,10,4,170457,77,Energetic,2,2
Be Like That - feat. Swae Lee & Khalid,Kane Brown,5f1joOtoMeyppIcJGZQvqJ,2.58e-05,0.727,0.626,0.126,-8.415,0.0469,0.322,0.0726,86.97,7,4,191406,78,Energetic,2,2
Where Are You Now,Lost Frequencies,3uUuGVFu1V7jTQL60S1r8z,0.000411,0.671,0.636,0.172,-8.117,0.515,0.262,0.103,120.966,6,4,148197,83,Energetic,2,0
Run,OneRepublic,2UbVnbE5FH6008mAm6Mmgw,0.0,0.682,0.72,0.148,-8.173,0.326,0.673,0.0381,117.003,11,4,169010,86,Energetic,2,2
Giants,Dermot Kennedy,0l4AReW2LuX0yStPfgQgSR,3.04e-05,0.579,0.839,0.201,-5.409,0.0145,0.589,0.0703,158.141,8,4,177173,70,Energetic,2,2
Wherever You Are,Kodaline,1b3nlcP6hogIzYRVK2Ui7K,0.0,0.514,0.612,0.0868,-5.981,0.142,0.342,0.0298,125.99,4,4,185004,65,Energetic,2,2
Midnight (feat. Liam Payne),Alesso,4ZTTUAjJCd4NMZmIU7RB4c,0.0,0.587,0.648,0.115,-6.927,0.0561,0.281,0.0439,144.028,11,4,220140,72,Energetic,2,2
Conversations in the Dark - John Legend vs. David Guetta,John Legend,20d27F17AZOxTJOEHAVK2Y,0.0,0.572,0.742,0.108,-4.589,0.245,0.376,0.0347,127.19,8,4,210236,66,Energetic,2,2
Head & Heart (feat. MNEK),Joel Corry,6cx06DFPPHchuUAcTxznu9,1.14e-05,0.734,0.874,0.0489,-3.158,0.168,0.905,0.0662,122.953,8,4,166028,85,Energetic,2,2
Someday,OneRepublic,6aDsgHPZsMztSbZernzlF8,0.0,0.576,0.679,0.323,-7.237,0.0311,0.213,0.034,121.005,0,4,187888,78,Energetic,2,2
All I Know So Far,P!nk,4LmN3eU1R1vVEdKuDELpGk,0.0,0.578,0.639,0.0944,-5.749,0.0586,0.296,0.0374,108.045,4,4,277413,74,Energetic,2,2
Be Kind (with Halsey),Marshmello,3Z8FwOEN59mRMxDCtb8N0A,0.0,0.63,0.633,0.0541,-7.088,0.00776,0.452,0.0457,93.995,4,4,172761,79,Energetic,2,2
Share That Love (feat. G-Eazy),Lukas Graham,44l9nnCVvOQBbWG6tDViKl,0.0,0.715,0.658,0.0742,-4.304,0.162,0.795,0.106,158.024,11,4,172398,68,Energetic,2,2
On Me (feat. Ava Max),Thomas Rhett,7k6tAZp4m93oswrPqSfBbc,0.0,0.548,0.721,0.216,-4.466,0.0119,0.594,0.0472,177.918,8,4,164683,68,Energetic,2,2
Lose Somebody,Kygo,7xbWAw3LMgRMn4omR5yVn3,0.0,0.58,0.586,0.0755,-6.883,0.344,0.507,0.0357,147.988,1,4,199549,73,Energetic,2,2
OK Not To Be OK,Marshmello,0zzVTGyRrWpQu8Fr28NRAv,0.0,0.743,0.837,0.0743,-5.025,0.0172,0.263,0.0649,103.072,1,4,159862,74,Energetic,2,2
Golden,Harry Styles,45S5WTQEGOB1VHr1Q4FuPl,0.000131,0.448,0.838,0.131,-5.257,0.21,0.254,0.0557,139.863,4,4,208906,82,Energetic,2,2
Levitating (feat. DaBaby),Dua Lipa,463CkQjx2Zk1yXoBuierM9,0.0,0.702,0.825,0.0674,-3.787,0.00883,0.915,0.0601,102.977,6,4,203064,87,Energetic,2,2
Lovefool,The Cardigans,7aQjPecQdIuNd1sz3KCDhD,0.0,0.704,0.636,0.35,-6.029,0.0344,0.89,0.0252,111.845,9,4,193953,71,Energetic,2,2
The Sweet Escape,Gwen Stefani,07K4GcCDSTiXUF5ssyTRUM,0.0,0.756,0.77,0.178,-3.502,0.191,0.73,0.0343,119.961,1,4,246466,67,Energetic,2,2
Let's Groove,"Earth, Wind & Fire",3koCCeSaVUyrRo3N2gHrd8,2.17e-05,0.869,0.648,0.126,-8.698,0.121,0.9,0.0633,125.035,11,4,339320,80,Energetic,2,2
Little Lies,Fleetwood Mac,5uw9UIOXj6R8pOwXte8F5h,4.78e-05,0.63,0.688,0.158,-9.816,0.124,0.893,0.0266,124.825,2,4,218040,0,Energetic,2,2
Like I Can,Sam Smith,2TeLIzFBe3hxkPR5FIQZut,2.17e-05,0.656,0.627,0.124,-6.627,0.343,0.481,0.0379,99.933,7,4,167065,84,Energetic,2,2
There She Goes,The La's,4c6vZqYHFur11FbWATIJ9P,0.829,0.533,0.761,0.207,-10.632,0.013,0.917,0.0298,122.777,7,4,162186,67,Energetic,2,2
Wildest Dreams,Taylor Swift,59HjlYCeBsxdI0fcm3zglw,0.0056,0.553,0.664,0.106,-7.417,0.0709,0.467,0.0741,140.06,8,4,220440,70,Energetic,2,2
How Bizarre,OMC,6RT3PxDEQOa7m6tK502DNa,1.4e-06,0.784,0.675,0.293,-7.718,0.261,0.854,0.049,124.908,0,4,224053,0,Energetic,2,2
Adore You,Harry Styles,3jjujdWJ72nww5eGnfs2E7,7e-06,0.676,0.771,0.102,-3.675,0.0237,0.569,0.0483,99.048,8,4,207133,83,Energetic,2,2
Come On Eileen,Dexys Midnight Runners,3xKsPtA5XG91Zlh0SyycmM,0.0,0.41,0.874,0.0843,-4.286,0.197,0.824,0.0907,107.08,0,4,205933,0,Energetic,2,2
Butter,BTS,3VqeTFIvhxu3DIe4eZVzGq,0.0,0.759,0.459,0.0906,-5.187,0.00323,0.695,0.0948,109.997,8,4,164441,64,Energetic,2,2
"Valerie - Live At BBC Radio 1 Live Lounge, London / 2007",Amy Winehouse,6CQaVuICm1WVXyy3SZ5jEI,0.0,0.757,0.367,0.157,-5.759,0.736,0.681,0.0354,96.008,5,4,233733,8,Energetic,2,0
Dancing Queen,ABBA,2ATDkfqprlNNe9mYWodgdc,0.00119,0.512,0.93,0.561,-4.344,0.168,0.677,0.0508,100.542,9,4,231093,63,Energetic,2,2
Groove Is in the Heart,Deee-Lite,2UVLuddklEVak5PXgC7baA,0.0196,0.694,0.881,0.0851,-4.053,0.0153,0.924,0.0701,121.554,1,4,231786,61,Energetic,2,2
Dancing in the Moonlight,Toploader,3Fzlg5r1IjhLk2qRw667od,0.0,0.632,0.856,0.347,-3.463,0.0624,0.867,0.0348,119.397,10,4,232693,74,Energetic,2,2
Riptide,Vance Joy,3JvrhDOgAt6p7K8mDyZwRd,0.0,0.484,0.731,0.151,-6.694,0.431,0.51,0.0379,101.654,1,4,204280,77,Energetic,2,2
Watermelon Sugar,Harry Styles,6UelLqGlWMcVH1E5c4H7lY,0.0,0.548,0.816,0.335,-4.209,0.122,0.557,0.0465,95.39,0,4,174000,88,Energetic,2,2
Come On Eileen,Dexys Midnight Runners,0EMmVUYs9ZZRHtlADB88uz,3.14e-06,0.45,0.658,0.264,-7.064,0.648,0.781,0.0472,106.799,2,4,287306,0,Energetic,2,0
Teenage Dream,Katy Perry,235LXPXfi0SmOaS9TaCh3c,2.34e-06,0.719,0.798,0.134,-4.582,0.0162,0.591,0.0361,120.011,10,4,227741,66,Energetic,2,2
Anyone,Justin Bieber,31qCy5ZaophVA81wtlwLc4,3.13e-06,0.686,0.538,0.113,-8.026,0.181,0.584,0.0345,115.884,2,4,190779,79,Energetic,2,2
Take Your Mama,Scissor Sisters,0LAfANg75hYiV1IAEP3vY6,2.29e-05,0.757,0.957,0.0624,-4.617,0.209,0.933,0.106,153.944,8,4,271906,55,Energetic,2,2
Rain On Me (with Ariana Grande),Lady Gaga,7ju97lgwC2rKQ6wwsf9no9,0.0,0.672,0.855,0.323,-3.764,0.021,0.646,0.0397,123.056,9,4,182200,77,Energetic,2,2
Sex on Fire,Kings of Leon,0ntQJM78wzOLVeCUAW7Y45,0.0104,0.542,0.905,0.136,-5.653,0.00172,0.374,0.054,153.398,9,4,203346,80,Energetic,2,2
Take A Chance On Me,ABBA,6vQN2a9QSgWcm74KEZYfDL,0.0,0.685,0.685,0.201,-8.103,0.173,0.925,0.0254,106.987,11,4,243933,1,Energetic,2,2
Kiss Me,Sixpence None The Richer,754kgU5rWscRTfvlsuEwFp,1.76e-06,0.526,0.749,0.0692,-6.964,0.023,0.421,0.0283,99.982,3,4,208680,75,Energetic,2,2
Grace Kelly,MIKA,2SDx0PooHZI1SQKR0y44bs,0.0102,0.675,0.828,0.364,-5.799,0.0242,0.669,0.0454,122.229,0,4,187733,69,Energetic,2,2
Tainted Love,Soft Cell,1tVzVPIcCFz5QUMGLPHJEc,0.0,0.569,0.493,0.624,-9.112,0.106,0.616,0.0381,143.221,0,4,156906,52,Energetic,2,2
I Kissed A Girl,Katy Perry,14iN3o8ptQ8cFVZTEmyQRV,0.0,0.699,0.76,0.132,-3.173,0.00223,0.696,0.0677,129.996,5,4,179640,72,Energetic,2,2
Stop,Spice Girls,3FteycP8CaXS1MhjcXekVT,0.0,0.722,0.845,0.0561,-4.446,0.287,0.965,0.0308,130.13,2,4,204753,69,Energetic,2,2
Into You,Ariana Grande,2meEiZKWkiN28gITzFwQo5,1.75e-06,0.623,0.734,0.145,-5.948,0.0162,0.37,0.107,107.853,9,4,244453,35,Energetic,2,2
Don't Start Now,Dua Lipa,6WrI0LAC5M1Rw2MnX2ZvEg,0.0,0.794,0.793,0.0952,-4.521,0.0125,0.677,0.0842,123.941,11,4,183290,82,Energetic,2,2
How Will I Know,Whitney Houston,5tdKaKLnC4SgtDZ6RlWeal,0.000139,0.832,0.544,0.632,-12.697,0.201,0.928,0.0442,119.49,6,4,275533,70,Energetic,2,2
Blinding Lights,The Weeknd,0VjIjW4GlUZAMYd2vXMi3b,9.54e-05,0.514,0.73,0.0897,-5.934,0.00146,0.334,0.0598,171.005,1,4,200040,91,Energetic,2,2
Don't Go Breaking My Heart,Elton John,7HW5WIw7ZgZORCzUxv5gW5,2.87e-06,0.729,0.844,0.0604,-8.824,0.149,0.777,0.0344,131.459,5,4,275440,76,Energetic,2,2
Only Girl (In The World),Rihanna,0AH6WMe3OlAlUb5miXt2FQ,1.07e-05,0.789,0.716,0.069,-4.241,0.129,0.611,0.0432,125.906,11,4,235493,72,Energetic,2,2
It's My Life,No Doubt,1OutzYv6YiN93lrT3pJsWR,0.00118,0.612,0.735,0.328,-5.074,0.00202,0.783,0.0282,126.326,8,4,226053,61,Energetic,2,2
My Head & My Heart,Ava Max,1KixkQVDUHggZMU9dUobgm,0.0,0.614,0.934,0.121,-3.709,0.0697,0.436,0.07,116.001,9,4,174760,81,Energetic,2,2
I'm Like A Bird,Nelly Furtado,2tP7ZekzXfduShx8C6cbll,5.38e-06,0.622,0.608,0.273,-5.085,0.138,0.607,0.036,89.661,10,4,243160,3,Energetic,2,2
Circles,Post Malone,21jGcNKet2qwijlDFuPiPb,0.00244,0.695,0.762,0.0863,-3.497,0.192,0.553,0.0395,120.042,0,4,215280,86,Energetic,2,2
Last Friday Night (T.G.I.F.),Katy Perry,3oHNJECGN3bBoGXejlw2b1,3.01e-05,0.652,0.812,0.667,-3.797,0.00125,0.72,0.0409,126.023,3,4,230733,68,Energetic,2,2
WITHOUT YOU,The Kid LAROI,27OeeYzk6klgBh83TSvGMA,0.0,0.662,0.413,0.134,-7.357,0.213,0.467,0.0299,93.005,0,4,161384,85,Energetic,2,2
Friday I'm In Love,The Cure,4QlzkaRHtU8gAdwqjWmO8n,6.75e-05,0.526,0.763,0.359,-12.663,0.00126,0.514,0.0341,136.205,0,4,215160,74,Energetic,2,2
Crazy In Love (feat. Jay-Z),Beyoncé,5IVuqXILoxVWvWEPm82Jxr,0.0,0.646,0.77,0.0715,-6.596,0.00249,0.681,0.226,99.165,2,4,236133,75,Energetic,2,2
The Tide Is High - Radio Mix,Atomic Kitten,1QhSB9L9M5eZQhW4RNOhXK,0.00482,0.783,0.649,0.067,-4.127,0.0209,0.665,0.0322,103.997,7,4,206093,64,Energetic,2,2
Physical,Dua Lipa,3AzjcOeAmA57TIOr9zF1ZW,0.000658,0.647,0.844,0.102,-3.756,0.0137,0.746,0.0457,146.967,0,4,193829,76,Energetic,2,2
...Baby One More Time,Britney Spears,3MjUtNVVq3C8Fn0MP3zhXa,0.000131,0.759,0.699,0.443,-5.745,0.202,0.907,0.0307,92.96,0,4,211066,77,Energetic,2,2
Crocodile Rock,Elton John,6WCeFNVAXUtNczb7lqLiZU,1.51e-05,0.621,0.8,0.0591,-7.284,0.0263,0.968,0.0344,149.91,4,4,235440,71,Energetic,2,2
Video Killed The Radio Star,The Buggles,7o7E1nrHWncYY7PY94gCiX,0.00828,0.68,0.678,0.204,-11.548,0.103,0.251,0.0754,131.165,1,4,252773,69,Energetic,2,2
9 To 5,Dolly Parton,5UWYJWoVXRpaLuzzXmHqg8,1.54e-06,0.554,0.783,0.631,-5.852,0.416,0.813,0.0457,105.39,6,4,162466,0,Energetic,2,2
Freedom! '90 - Remastered,George Michael,3tyTt5pEWblt96j1HsXiV5,3.95e-05,0.677,0.852,0.0595,-10.856,0.225,0.93,0.045,91.691,5,4,390861,68,Energetic,2,2
I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,2tUBqZG2AbRi7Q0BIrVrEj,0.000307,0.709,0.824,0.0888,-8.824,0.207,0.867,0.0453,118.818,1,4,291293,80,Energetic,2,2
I Don't Feel Like Dancin' - Radio Edit,Scissor Sisters,1qEHgdFqUxFebMPk8s2HLY,0.0,0.711,0.924,0.114,-3.398,0.0156,0.912,0.0282,108.033,7,4,248640,65,Energetic,2,2
I'm Still Standing,Elton John,1jDJFeK9x3OZboIAHsY9k2,0.121,0.504,0.904,0.14,-6.863,0.356,0.772,0.179,176.808,6,4,183440,79,Energetic,2,2
Dynamite,BTS,4saklk6nie3yiGePpBwUoc,0.0,0.746,0.765,0.0936,-4.41,0.0112,0.737,0.0993,114.044,6,4,199053,86,Energetic,2,2
All I Wanna Do,Sheryl Crow,3ZpQiJ78LKINrW9SQTgbXd,0.0186,0.82,0.528,0.257,-11.179,0.111,0.931,0.0321,120.091,9,4,272106,67,Energetic,2,2
Party In The U.S.A.,Miley Cyrus,3E7dfMvvCLUddWissuqMwr,0.000115,0.652,0.698,0.0886,-4.667,0.00112,0.47,0.042,96.021,10,4,202066,78,Energetic,2,2
Just Dance,Lady Gaga,1dzQoRqT5ucxXVaAhTcT0J,4.26e-05,0.822,0.739,0.181,-4.541,0.0264,0.745,0.0311,118.992,1,4,241933,75,Energetic,2,2
Walking on Broken Glass,Annie Lennox,4CcSw8wQAHYf4XNckayPoc,1.1e-06,0.749,0.562,0.105,-8.45,0.215,0.807,0.0281,115.008,0,4,253295,67,Energetic,2,2
Rehab,Amy Winehouse,3N4DI1vuTSX1tz7fa2NQZw,1.51e-06,0.407,0.558,0.34,-13.609,0.0541,0.777,0.0552,71.815,0,4,214946,73,Energetic,2,2
Uptown Girl,Billy Joel,3CSpzkoL1XgDBZ1q9aDCUV,0.0,0.696,0.943,0.653,-2.962,0.0736,0.833,0.0431,129.003,4,4,194866,64,Energetic,2,2
Domino,Jessie J,2fQxE0jVrjNMT9oJAXtSJR,0.0,0.758,0.557,0.0418,-4.568,0.0117,0.781,0.034,126.986,7,4,231840,72,Energetic,2,2
Somebody That I Used To Know,Gotye,1qDrWA6lyx8cLECdZE7TV7,0.000115,0.865,0.521,0.0989,-6.932,0.548,0.748,0.0371,129.059,0,4,244884,77,Energetic,2,2
Blame It on the Boogie,The Jacksons,2Cm7WEVdiXiWSjfEBHFtRu,0.0,0.774,0.747,0.112,-7.302,0.0671,0.881,0.0928,113.298,8,4,210373,48,Energetic,2,2
Locked out of Heaven,Bruno Mars,3w3y8KPTfNeOKPiqUTakBh,0.0,0.726,0.698,0.309,-4.165,0.049,0.867,0.0431,143.994,5,4,233478,82,Energetic,2,2
Best Song Ever,One Direction,5T7ZFtCcOgkpjxcuaeZbw0,0.0,0.652,0.877,0.0789,-2.986,0.0227,0.486,0.0465,118.491,1,4,200106,75,Energetic,2,2
Maneater - Radio Edit,Daryl Hall & John Oates,028r3igL3M00VdRCe2Ga7Q,4.19e-05,0.728,0.518,0.103,-11.114,0.0153,0.833,0.038,88.708,11,4,270946,46,Energetic,2,2
